"Health Facility Name","NIN OR HFR","Facility ID","Solar Working Status?",State,District,Block,"Health Facility Type","Mapped Vendor","Top 3 values of Data.facilityCategory.keyword","Open Tickets","Closed Tickets","No of Tickets Logged"
Mongsangei,7162387778,"FAC/2025/1653",Yes,Manipur,ImphalWest,Wangoi,"Health and Wellness Center",MANGAAL,HEALTH,1,0,1
Moolamanoh,"mg-0365","FAC/2025/1279",Yes,Meghalaya,Eastjaintiahills,khliehriat,"Health and Wellness Center",ERES,HEALTH,1,1,2
"Mopong PHC",IN1310000184,"FAC/2025/1892",No,Nagaland,Mon,Tobu,"Primary Health Center","A and D Solar",HEALTH,1,0,1
"Morab_Dharwad",7714435448,"FAC/2025/4954",Yes,Karnataka,Dharwad,Dharwad,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,1,2
Moregere,3785285648,"FAC/2025/4633",Yes,Karnataka,Vijayanagar,Hagribommanahalli,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,1,2
Motbung,5835545889,"FAC/2026/7206",Yes,Manipur,Kangpokpi,"Saitu Gamphazol","Primary Health Center","DKK3 Sons",HEALTH,1,0,1
Mualnagaon,3287825826,"FAC/2025/3744",Yes,Karnataka,Kalaburagi,Chittapur,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,1,0,1
"Mualthuam South",8253358389,"FAC/2025/5808",No,Mizoram,Lunglei,Lunglei,"Health Clinic","Agni Green Power Ltd",HEALTH,1,2,3
Mudbi,1128161666,"FAC/2025/5065",Yes,Karnataka,Bidar,Basavakalyan,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,1,2
Muddalagundi,8837182628,"FAC/2025/3644",Yes,Karnataka,Koppal,Kushtagi,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,1,1,2
"Mudenur PHC",1464464641,"FAC/2025/4723",Yes,Karnataka,Koppal,Kushtagi,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,3,4
Mudga,5184187770,"FAC/2025/4707",Yes,Karnataka,Uttarakannada,Karwar,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,1,2
"Mudgal B",3163255551,"FAC/2025/5261",No,Karnataka,Raichur,Lingasugur,"Health and Wellness Center","Selco Solar Light Pvt Ltd",HEALTH,1,6,7
"Mudigere Taluka Hospital",1386183873,"FAC/2025/4496",No,Karnataka,Chikkamagaluru,Mudigere,"Taluka Hospital","Medi-Wave Health Systems Pvt Ltd",HEALTH,1,0,1
Mugabasav,6855485436,"FAC/2025/4381",No,Karnataka,Belagavi,Bailhongal,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,1,0,1
Mulagund,1762483772,"FAC/2025/4921",Yes,Karnataka,Gadag,Gadag,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,2,3
Mulasavalagi,8417182683,"FAC/2025/4576",Yes,Karnataka,Vijayapura,Devarahipparagi,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,1,2
"Mundaragi-Devadurga",1883324285,"FAC/2025/5323",Yes,Karnataka,Raichur,Devadurga,"Health and Wellness Center","Selco Solar Light Pvt Ltd",HEALTH,1,0,1
Mupliang,"mg-0406","FAC/2025/1242",No,Meghalaya,Westjaintiahills,Thadlaskein,"Health and Wellness Center",ERES,HEALTH,1,0,1
Murdeshwar,3237648633,"FAC/2025/4691",Yes,Karnataka,Uttarakannada,Bhatkal,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,1,2
Murkawad,4438554638,"FAC/2025/4670",Yes,Karnataka,Uttarakannada,Halyal,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,2,3
Murmela,5284346854,"FAC/2025/0863",Yes,Assam,Baksa,Barama,"Sub Center",ERES,HEALTH,1,1,2
Mustigeri,2887665426,"FAC/2025/5238",Yes,Karnataka,Bagalkote,Badami,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,0,1
"Mustur HWC",6562448370,"FAC/2025/5483",No,Karnataka,Raichur,Devadurga,"Health and Wellness Center","Selco Solar Light Pvt Ltd",HEALTH,1,2,3
"Mustur PHC",8587467153,"FAC/2025/4734",Yes,Karnataka,Koppal,Karatagi,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,1,2
Muttagadur,4674766268,"FAC/2025/4997",Yes,Karnataka,Chitradurga,Holalkere,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,1,2
Mynska,"mg-0060","FAC/2025/1581",Yes,Meghalaya,WestJaintiaHills,Laskein,"Health and Wellness Center",ERES,HEALTH,1,1,2
"NChawnpui SC",NChawnpuiSC,"FAC/2025/2873",No,Mizoram,Kolasib,Bilkhawthlir,"Sub Center","Agni Green Power Ltd",HEALTH,1,0,1
"NHlimen SC",NHlimenSC,"FAC/2025/2885",No,Mizoram,Kolasib,Thingdawl,"Sub Center","Agni Green Power Ltd",HEALTH,1,2,3
"NO Three Goraimari",2374676282,"FAC/2025/1058",No,Assam,Udalguri,Udalguri,"Sub Center",ERES,HEALTH,1,0,1
Nadibag,4243534445,"FAC/2025/6123",Yes,Karnataka,"Uttara Kannada",Ankola,"Health and Wellness Center","Glow Power Technologies",HEALTH,1,1,2
Nagalapur,4682858552,"FAC/2025/5280",Yes,Karnataka,Raichur,Lingasugur,"Health and Wellness Center","Selco Solar Light Pvt Ltd",HEALTH,1,2,3
Nagalapura,5436776768,"FAC/2025/3550",Yes,Karnataka,Vijayanagara,Hosapet,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,1,3,4
"Nagarahal PHC",6638875622,"FAC/2025/5277",No,Karnataka,Raichur,Lingasugur,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,6,7
Nagrashara,4776134340,"FAC/2025/1026",No,Assam,Udalguri,Khoirabari,"Sub Center",ERES,HEALTH,1,0,1
Nagura,7186554783,"FAC/2025/3923",No,Karnataka,Bidar,Bidar,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,1,0,1
Nainegali,8522648859,"FAC/2025/4127",Yes,Karnataka,Bagalkote,Bagalkote,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,1,0,1
"Nakrundi PHC",5778675578,"FAC/2025/3005",Yes,Odisha,Kalahandi,"Thuamul Rampur","Primary Health Center","Onergy Solar",HEALTH,1,1,2
Nalbari,4371178866,"FAC/2025/0493",No,Assam,Nalbari,PubNalbari,"Urban Primary Health Center",ERES,HEALTH,1,0,1
Nalkhamara,3727334678,"FAC/2025/1074",No,Assam,Udalguri,Udalguri,"Sub Center",ERES,HEALTH,1,0,1
Naltali,1343814875,"FAC/2025/0565",Yes,Assam,Nagaon,Kaliabor,"Primary Health Center","Renesys Power Systems",HEALTH,1,0,1
Namjalah,6162581513,"FAC/2025/1069",No,Assam,Udalguri,Udalguri,"Primary Health Center",ERES,HEALTH,1,0,1
Nandibevoor,2531262414,"FAC/2025/4648",Yes,Karnataka,Vijayanagar,Harappanahalli,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,3,4
Nandihal,3368716860,"FAC/2025/5414",Yes,Karnataka,Raichur,Manvi,"Health and Wellness Center","Selco Solar Light Pvt Ltd",HEALTH,1,3,4
Nandipur,1833876459,"FAC/2025/0751",No,Assam,Kokrajhar,Kachugaon,"Sub Center","Kirloskar Solar Technology Pvt Ltd",HEALTH,1,1,2
Nandol,4841666284,"FAC/2025/3002",Yes,Odisha,Kalahandi,Junagarh,"Health and Wellness Center","Onergy Solar",HEALTH,1,0,1
Nandol,6877381670,"FAC/2026/7979",Yes,Odisha,Kalahandi,Junagarh,"Ayurvedic Hospital","Onergy Solar",HEALTH,0,0,0
"Nandor B",4275485730,"FAC/2025/4831",Yes,Karnataka,Kalaburagi,Kalaburagi,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,3,4
Naokata,2857775734,"FAC/2025/0879",Yes,Assam,Baksa,NizKaurbaha,"Mini Primary Health Center",ERES,HEALTH,1,0,1
Narasapura,8263428362,"FAC/2025/4067",Yes,Karnataka,Ballari,Sanduru,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,1,2,3
"Narla M",6368376577,"FAC/2025/3000",No,Odisha,Kalahandi,Narla,"Sub Center","Balaji Solar Systems",HEALTH,1,0,1
"Narsapur-Badami",2161581620,"FAC/2025/4126",Yes,Karnataka,Bagalkote,Badami,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,1,0,1
Narua,1424446860,"FAC/2025/0063",No,Assam,Nalbari,Borkhetri,"Mini Primary Health Center","Kirloskar Solar Technology Pvt Ltd",HEALTH,1,1,2
"Natsumi HWC",IN1310000828,"FAC/2025/2073",No,Nagaland,Zunheboto,Pughoboto,"Health and Wellness Center","Aboriginal Energy",HEALTH,1,2,3
Navalagi,1115717728,"FAC/2025/5220",Yes,Karnataka,Bagalkote,Jamkhandi,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,3,4
Navali,7583644419,"FAC/2025/4735",Yes,Karnataka,Koppal,Kanakagiri,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,1,2
"Navi Bej",7781851741,"FAC/2025/5548",Yes,Maharashtra,Nasik,Kalwan,"Primary Health Center","Kirloskar Solar Technology Pvt Ltd",HEALTH,1,0,1
Nayachara,5727773581,"FAC/2025/0707",Yes,Assam,Kokrajhar,Balajan,"Sub Center","Kirloskar Solar Technology Pvt Ltd",HEALTH,1,2,3
Nayekgaon,8176422486,"FAC/2025/0716",Yes,Assam,Kokrajhar,Balajan,"State Dispensary","Kirloskar Solar Technology Pvt Ltd",HEALTH,1,1,2
Neeralagi,8788811134,"FAC/2026/7575",Yes,Karnataka,Haveri,Shiggaon,"Health and Wellness Center","Sukruthi Innovations",HEALTH,1,0,1
"Neeralkeri-Badami",7125325139,"FAC/2025/4125",Yes,Karnataka,Bagalkote,Badami,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,1,0,1
Neermanvi,2455378444,"FAC/2025/5413",Yes,Karnataka,Raichur,Manvi,"Health and Wellness Center","Selco Solar Light Pvt Ltd",HEALTH,1,5,6
Negaluru,2572521264,"FAC/2025/4856",Yes,Karnataka,Haveri,Haveri,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,1,2
Neginhal,6728377265,"FAC/2025/5167",No,Karnataka,Belagavi,Bailhongal,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,5,6
"Neh Brum",IN1110000078,"FAC/2025/2218",No,Sikkim,Namchi,Wangang,"Health and Wellness Center",ERES,HEALTH,1,0,1
Nengkong,"mg-0329","FAC/2025/1315",No,Meghalaya,Southgarohills,Baghmara,"Health and Wellness Center",ERES,HEALTH,1,0,1
Nengkram,"mg-0352","FAC/2025/1292",Yes,Meghalaya,EastGaroHills,DamboRongjeng,"Health and Wellness Center",ERES,HEALTH,1,0,1
Nesargi,3711531321,"FAC/2025/4387",Yes,Karnataka,Belagavi,Bailhongal,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,1,0,1
"Niawhtlang-Nohaotlah SC",NiawhtlangSC,"FAC/2025/2657",Yes,Mizoram,Siaha,Siaha,"Sub Center","Agni Green Power Ltd",HEALTH,1,2,3
Nidagundi,2682885542,"FAC/2025/4906",No,Karnataka,Gadag,Gajendragad,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,3,4
Nidagundi,4351152535,"FAC/2025/5914",Yes,Karnataka,Belagavi,Raybag,"Health and Wellness Center","Glow Power Technologies",HEALTH,0,0,0
Nirna,3211122449,"FAC/2025/5075",Yes,Karnataka,Bidar,Chittaguppa,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,6,7
"Niz Kaurbaha",2615888373,"FAC/2025/0825",Yes,Assam,Baksa,NizKaurbaha,"Block Primary Health Center",ERES,HEALTH,1,0,1
Nizlaguri,3443173384,"FAC/2025/0924",No,Assam,Chirang,Sidli,"Sub Center","Kirloskar Solar Technology Pvt Ltd",HEALTH,1,0,1
"No Three Oxiguri",1113187551,"FAC/2025/0961",No,Assam,Chirang,Ballamguri,"Sub Center","Kirloskar Solar Technology Pvt Ltd",HEALTH,1,0,1
"No Two Saikia Chuburi",7346836419,"FAC/2025/1013",Yes,Assam,Udalguri,Orang,"Sub Center",ERES,HEALTH,1,0,1
"No Two Tukrajhar",7772423377,"FAC/2025/0914",No,Assam,Chirang,Sidli,"Sub Center","Kirloskar Solar Technology Pvt Ltd",HEALTH,1,0,1
Nogura,6452858647,"FAC/2025/0278",No,Assam,Golaghat,"Golaghat East","Mini Primary Health Center","GCEP Solar Pvt Ltd",HEALTH,1,0,1
Nongchupkameng,1311254336,"FAC/2025/1760",Yes,Manipur,Imphalwest,Haorangsabal,"Health and Wellness Center",MANGAAL,HEALTH,1,1,2
Nongjlak,"mg-0252","FAC/2025/1392",No,Meghalaya,Westkhasihills,Mawthadraishan,"Health and Wellness Center",ERES,HEALTH,1,0,1
Nongkynbah,"mg-0388","FAC/2025/1258",No,Meghalaya,Southwestkhasihills,Mawkyrwat,"Health and Wellness Center",ERES,HEALTH,1,0,1
Nongkynbah,17672020314,"FAC/2026/8126",Yes,Meghalaya,SouthWestKhasiHills,Ranikor,Anganwadi,ERES,ANGANWADI,0,0,0
Nongliput,"mg-0310","FAC/2025/1334",Yes,Meghalaya,Westkhasihills,Mairang,"Health and Wellness Center",ERES,HEALTH,1,0,1
Nongrynniang,"mg-0389","FAC/2025/1257",Yes,Meghalaya,Southwestkhasihills,Mawkyrwat,"Health and Wellness Center",ERES,HEALTH,1,0,1
"Nongrynñiaw",17296030402,"FAC/2026/8114",No,Meghalaya,WestKhasiHills,Mawshynrut,Anganwadi,ERES,ANGANWADI,1,0,1
Nongtrai,"mg-0212","FAC/2025/1432",Yes,Meghalaya,Eastkhasihills,Mawsynram,"Health and Wellness Center",ERES,HEALTH,1,0,1
Noolvi,5586742388,"FAC/2025/4947",Yes,Karnataka,Dharwad,Hubli,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,2,3
"North Guwhati OPD",5211826168,"FAC/2025/0486",No,Assam,Kamruprural,Bezera,"Primary Health Center",ERES,HEALTH,1,0,1
"North Regu",IN1110000204,"FAC/2025/2178",Yes,Sikkim,Pakyong,Rongli,"Health and Wellness Center",ERES,HEALTH,1,3,4
Nowsali,4433367663,"FAC/2025/0829",Yes,Assam,Baksa,Mushalpur,"Sub Center",ERES,HEALTH,1,0,1
Nuagaon,3454724349,"FAC/2025/2998",Yes,Odisha,Kalahandi,Golamunda,"Sub Center","Onergy Solar",HEALTH,1,0,1
"Nyiro PHC",IN1310000516,"FAC/2025/6199",Yes,Nagaland,Wokha,"Wokha sadar","Primary Health Center","A and D Solar",HEALTH,1,1,2
Oinam,5433277745,"FAC/2026/7220",No,Manipur,Bishnupur,Nambol,"Primary Health Center",MANGAAL,HEALTH,1,0,1
"Oinam Hills",2135118236,"FAC/2026/7219",Yes,Manipur,Senapati,Oinam,"Primary Health Center","DKK3 Sons",HEALTH,1,0,1
Oinamlong,4224264780,"FAC/2025/1682",Yes,Manipur,Tamenglong,Tousem,"Primary Health Center","SNL Energy Solutions",HEALTH,1,0,1
"Old Mallapana Guddi",2561114543,"FAC/2025/3545",Yes,Karnataka,Vijayanagara,Hosapet,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,1,0,1
"P K Halli",1325778486,"FAC/2025/3544",Yes,Karnataka,Vijayanagara,Hosapet,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,1,1,2
Pachapur,6785522886,"FAC/2025/5151",Yes,Karnataka,Belagavi,Hukkeri,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,3,4
Padhanpali,7817843555,"FAC/2025/2995",Yes,Odisha,Sambalpur,Jamankira,"Sub Center","Onergy Solar",HEALTH,1,0,1
Padiabahal,5723738679,"FAC/2025/2994",No,Odisha,Sambalpur,Jujumura,"Primary Health Center","Tarini enterprises ",HEALTH,1,1,2
Pahamrimai,17297020124,"FAC/2026/8012",No,Meghalaya,RiBhoi,Umling,Anganwadi,ERES,ANGANWADI,1,0,1
"Pamankallur HWC",7652482865,"FAC/2025/5343",Yes,Karnataka,Raichur,Manvi,"Health and Wellness Center","Selco Solar Light Pvt Ltd",HEALTH,1,4,5
"Pamankallur PHC",4727346720,"FAC/2025/5344",Yes,Karnataka,Raichur,Manvi,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,2,3
Pamrapaithlu,"mg-0163","FAC/2025/1480",No,Meghalaya,Eastjaintiahills,khliehriat,"Primary Health Center",ERES,HEALTH,1,1,2
"Panbari-Gossaigaon",4513565152,"FAC/2025/0749",No,Assam,Kokrajhar,Gossaigaon,"Health and Wellness Center","Kirloskar Solar Technology Pvt Ltd",HEALTH,1,0,1
Pandripada,2261124230,"FAC/2025/2989",Yes,Odisha,Ganjam,Polsara,"Health and Wellness Center","Greengold International ",HEALTH,1,1,2
Panery,3834544144,"FAC/2025/1079",No,Assam,Udalguri,Udalguri,"Primary Health Center",ERES,HEALTH,1,0,1
"Pang SC HWC",IN1310000542,"FAC/2025/6292",No,Nagaland,Noklak,Thonoknyu,"Health and Wellness Center","A and D Solar",HEALTH,1,2,3
"Parla SC",3688227366,"FAC/2025/2986",No,Odisha,Kalahandi,Dharmagarh,"Sub Center","Onergy Solar",HEALTH,1,0,1
"Patabari AIE Maopar",1112726276,"FAC/2025/0945",No,Assam,Chirang,Sidli,"Sub Center","Kirloskar Solar Technology Pvt Ltd",HEALTH,1,0,1
Patharala,6572428479,"FAC/2025/2981",Yes,Odisha,Kalahandi,Kesinga,"Sub Center","Balaji Solar Systems",HEALTH,1,1,2
Patharkhmah,"mg-0455","FAC/2025/1194",No,Meghalaya,RiBhoi,Jirang,"Community Health Center",ERES,HEALTH,1,1,2
Pattadkall,2542458878,"FAC/2025/5211",Yes,Karnataka,Bagalkote,Badami,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,4,5
Pessao,IN1310000752,"FAC/2026/7134",No,Nagaland,Mon,Tobu,"Primary Health Center","Light House",HEALTH,1,0,1
Petalur,3525522532,"FAC/2025/3838",Yes,Karnataka,Gadag,Mundargi,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,1,1,2
"Peth Ammapur",2737456471,"FAC/2025/4527",No,Karnataka,Yadgir,Surapur,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,1,2
Pethri,8244137850,"FAC/2025/3356",Yes,Karnataka,Udupi,Udupi,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,1,2
"Phenwhenyu HWC",IN1310000863,"FAC/2025/1910",Yes,Nagaland,Tseminyu,Tseminyu,"Health and Wellness Center","A and D Solar",HEALTH,1,0,1
Phershakandi,"mg-0127","FAC/2025/1515",No,Meghalaya,WestGaroHills,Selsella,"Health and Wellness Center",ERES,HEALTH,1,0,1
"Phokhungri HWC SC",IN1310000957,"FAC/2025/2032",No,Nagaland,Phek,Meluri,"Health and Wellness Center","Aboriginal Energy",HEALTH,1,0,1
Phramer,"mg-0064","FAC/2025/1577",No,Meghalaya,WestJaintiaHills,Laskein,"Health and Wellness Center",ERES,HEALTH,1,0,1
Phundrei,7466178634,"FAC/2026/7229",Yes,Manipur,Thoubal,Thoubal,"Health and Wellness Center","SNL Energy Solutions",HEALTH,1,0,1
"Phupugaon      ",8815841856,"FAC/2026/10430",No,Odisha,Koraput,Kotpad,"Sub Center","Onergy Solar",HEALTH,1,0,1
"Pimpale Jagtap",7662268833,"FAC/2026/10628",Yes,Maharashtra,Pune,Shirur,"Sub Center","Selco Solar Light Pvt Ltd",HEALTH,1,0,1
Pindapathur,1586841486,"FAC/2025/2978",No,Odisha,Sambalpur,Rengali,"Sub Center","Onergy Solar",HEALTH,1,0,1
Pingwait,"mg-0214","FAC/2025/1430",Yes,Meghalaya,EastKhasiHills,Mawkynrew,"Health and Wellness Center",ERES,HEALTH,1,0,1
"Pokhariput U",1111426431,"FAC/2025/2974",No,Odisha,Khordha,Bhubaneswar,"Urban Primary Health Center","Onergy Solar",HEALTH,1,0,1
Pongkong,IN1310000729,"FAC/2026/7125",Yes,Nagaland,Mon,Mon,"Sub Center",MANGAAL,HEALTH,1,0,1
Posenggagre,"mg-0041","FAC/2025/1600",Yes,Meghalaya,WestGaroHills,Dalu,"Health and Wellness Center",ERES,HEALTH,1,1,2
"Pub Hatichung",3635676780,"FAC/2025/0556",Yes,Assam,Nagaon,Dolongghat,"Mini Primary Health Center","Renesys Power Systems",HEALTH,1,0,1
Pujanhalli,6363376747,"FAC/2025/3543",No,Karnataka,Vijayanagara,Kudilgi,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,1,0,1
Punabagatta,7128242885,"FAC/2025/4616",Yes,Karnataka,Vijayanagar,Harappanahalli,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,0,1
"Purrur HWC",IN1310000721,"FAC/2025/2020",Yes,Nagaland,Kiphire,Amahator,"Health and Wellness Center","Aboriginal Energy",HEALTH,1,2,3
"Puthimari-Kamarpur",3382614786,"FAC/2025/0133",No,Assam,Kamrup,Kamarpur,"Mini Primary Health Center","Kirloskar Solar Technology Pvt Ltd",HEALTH,1,0,1
Putsari,6221847871,"FAC/2025/0423",Yes,Assam,Westkarbianglong,Amri,"Mini Primary Health Center",ERES,HEALTH,1,0,1
Pynthor,"mg-0334","FAC/2025/1310",Yes,Meghalaya,Ribhoi,Umsning,"Health and Wellness Center",ERES,HEALTH,1,2,3
"Pyrda A",17296010210,"FAC/2026/8105",Yes,Meghalaya,EasternWestKhasiHills,Mairang,Anganwadi,ERES,ANGANWADI,1,0,1
"R H No 2 PHC",2265874772,"FAC/2025/5451",Yes,Karnataka,Raichur,Sindhanur,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,5,6
Ragalaparvi,7345762442,"FAC/2025/5313",No,Karnataka,Raichur,Sindhanur,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,4,5
Ragimangadda,2718432483,"FAC/2025/5496",No,Karnataka,Raichur,Raichur,"Urban Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,2,3
Rairakhol,6184284633,"FAC/2025/2970",No,Odisha,Sambalpur,Rairakhol,"Sub Divisional Hospital","SunPay Solar",HEALTH,1,0,1
Rajadabri,4573882539,"FAC/2025/0748",No,Assam,Kokrajhar,Kachugaon,"Sub Center","Kirloskar Solar Technology Pvt Ltd",HEALTH,1,0,1
"Ram Nagar",1115567578,"FAC/2025/5160",Yes,Karnataka,Belagavi,Belagavi,"Urban Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,0,1
Ramasagar,1111318828,"FAC/2025/5194",Yes,Karnataka,Ballari,Kampli,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,0,1
Ramasagara,3724673342,"FAC/2025/4057",No,Karnataka,Ballari,Kampli,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,1,0,1
Ramathanal,6268373468,"FAC/2025/5291",Yes,Karnataka,Raichur,Sindhanur,"Health and Wellness Center","Selco Solar Light Pvt Ltd",HEALTH,1,4,5
"Ramdurga Jagatagal",8652657787,"FAC/2025/5473",Yes,Karnataka,Raichur,Devadurga,"Health and Wellness Center","Selco Solar Light Pvt Ltd",HEALTH,1,2,3
Ramnal,5327743448,"FAC/2025/5475",Yes,Karnataka,Raichur,Devadurga,"Health and Wellness Center","Selco Solar Light Pvt Ltd",HEALTH,1,4,5
"Rampura-Tharad",1432588745,"FAC/2025/2297",Yes,Gujarat,Banaskantha,Tharad,"Sub Center","Renesys Power Systems",HEALTH,1,0,1
Rangalumukh,2364723847,"FAC/2025/0553",Yes,Assam,Nagaon,Khagarijan,"Mini Primary Health Center","Renesys Power Systems",HEALTH,1,0,1
Rangasamudra,3428871721,"FAC/2026/7005",Yes,Karnataka,Tumkur,Pavagada,"Health and Wellness Center","Sukruthi Innovations",HEALTH,1,1,2
"Rangdiya Bunmaja",4725282786,"FAC/2025/0843",Yes,Assam,Baksa,Jalah,"Sub Center",ERES,HEALTH,1,0,1
Rangiatikira,8585178547,"FAC/2025/2969",No,Odisha,Sambalpur,Jamankira,"Sub Center","Onergy Solar",HEALTH,1,1,2
Rangpo,IN1110000095,"FAC/2025/2155",Yes,Sikkim,Pakyong,Rangpo,"Primary Health Center",ERES,HEALTH,1,2,3
Rangpur,1158223220,"FAC/2025/2392",No,Gujarat,Banaskantha,Danta,"Sub Center","Renesys Power Systems",HEALTH,1,0,1
Ranikor,"mg-0500","FAC/2025/1149",No,Meghalaya,SouthWestKhasiHills,Ranikor,"Community Health Center",ERES,HEALTH,1,0,1
"Ranjol Kheni",6853864418,"FAC/2025/5058",Yes,Karnataka,Bidar,Bidar,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,3,4
Ranka,IN1110000140,"FAC/2025/2253",Yes,Sikkim,Gangtok,Sang,"Health and Wellness Center",ERES,HEALTH,1,0,1
Ranmal,2116577517,"FAC/2025/2968",Yes,Odisha,Kalahandi,Jaypatna,"Primary Health Center","Onergy Solar",HEALTH,1,1,2
Ranpur,3445347663,"FAC/2025/2391",Yes,Gujarat,Banaskantha,Danta,"Sub Center","Renesys Power Systems",HEALTH,1,0,1
Raoutbahal,7436617836,"FAC/2025/2967",No,Odisha,Sambalpur,Kuchinda,"Sub Center","Onergy Solar",HEALTH,1,0,1
Raravi,2277378812,"FAC/2025/5210",Yes,Karnataka,Ballari,Siraguppa,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,3,4
Ratkal,8843281323,"FAC/2025/4810",Yes,Karnataka,Kalaburagi,Chincholi,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,4,5
Rekulgi,2813467384,"FAC/2025/3918",Yes,Karnataka,Bidar,Bidar,"Sub Center","Medi-Wave Health Systems Pvt Ltd",HEALTH,1,1,2
Rengasapali,4822881753,"FAC/2025/2963",Yes,Odisha,Kalahandi,Golamunda,"Sub Center","Onergy Solar",HEALTH,1,1,2
Rngad,"mg-0367","FAC/2025/1277",No,Meghalaya,Eastjaintiahills,khliehriat,"Health and Wellness Center",ERES,HEALTH,1,0,1
"Rodalabanda PHC",7267854243,"FAC/2025/5272",Yes,Karnataka,Raichur,Lingasugur,"Primary Health Center","Selco Solar Light Pvt Ltd",HEALTH,1,1,2
Roha,8725387628,"FAC/2025/0194",No,Assam,Barpeta,Chakchaka,"Primary Health Center","Kirloskar Solar Technology Pvt Ltd",HEALTH,1,1,2
Rolep,IN1110000209,"FAC/2025/2161",Yes,Sikkim,Pakyong,Regu,"Health and Wellness Center",ERES,HEALTH,1,2,3
Rongchadengre,"mg-0382","FAC/2025/1110",Yes,Meghalaya,Southwestgarohills,Betasing,"Health and Wellness Center",ERES,HEALTH,1,1,2
Rongmil,"mg-0357","FAC/2025/1287",Yes,Meghalaya,EastGaroHills,DamboRongjeng,"Health and Wellness Center",ERES,HEALTH,1,1,2
Rongrong,"mg-0480","FAC/2025/1169",Yes,Meghalaya,EastGaroHills,Samanda,"Primary Health Center",ERES,HEALTH,1,0,1
Roudalbanda,1324878667,"FAC/2025/3281",Yes,Karnataka,Raichur,Lingasugur,"Health and Wellness Center","Selco Solar Light Pvt Ltd",HEALTH,1,1,2
"Rupshi SC",1122315862,"FAC/2025/0805",No,Assam,Kokrajhar,Gossaigaon,"Sub Center","Kirloskar Solar Technology Pvt Ltd",HEALTH,1,0,1
"S Wamsa",IN1310000690,"FAC/2026/7133",Yes,Nagaland,Mon,Phomching,"Health and Wellness Center","Light House ",HEALTH,1,0,1
